month,line,division,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2018-04,Q,B DIVISION,1,4713,6521,0.722741911
2018-04,R,B DIVISION,1,4094,5980,0.684615385
2018-04,S Fkln,B DIVISION,1,2475,2478,0.998789346
2018-04,S Rock,B DIVISION,1,1722,1759,0.978965321
2018-04,W,B DIVISION,1,3011,3969,0.758629378
2018-04,Systemwide,Systemwide,1,117818,174005,0.677095486
2018-05,1,A DIVISION,1,7299,10152,0.718971631
2018-05,2,A DIVISION,1,4121,7713,0.534292752
2018-05,3,A DIVISION,1,4456,6476,0.688079061
2018-05,4,A DIVISION,1,4486,8194,0.547473761
2018-05,5,A DIVISION,1,4578,7304,0.626779847
2018-05,6,A DIVISION,1,6805,12132,0.560913287
2018-05,7,A DIVISION,1,8801,13907,0.632846768
2018-05,S 42nd,A DIVISION,1,13466,13522,0.995858601
2018-05,A,B DIVISION,1,4514,8106,0.556871453
2018-05,B,B DIVISION,1,2503,4406,0.56808897
2018-05,C,B DIVISION,1,2582,4246,0.608101743
2018-05,D,B DIVISION,1,3036,6373,0.476384748
2018-05,E,B DIVISION,1,4928,8882,0.554829993
2018-05,F,B DIVISION,1,3414,8508,0.401269394
2018-05,G,B DIVISION,1,4303,6161,0.69842558
2018-05,JZ,B DIVISION,1,4387,6136,0.714960887
2018-05,L,B DIVISION,1,10805,11742,0.920200988
2018-05,M,B DIVISION,1,3827,5952,0.642977151
2018-05,N,B DIVISION,1,5980,10096,0.592313788
2018-05,Q,B DIVISION,1,4228,6968,0.606773823
2018-05,R,B DIVISION,1,3628,6189,0.586201325
2018-05,S Fkln,B DIVISION,1,5169,5192,0.995570108
2018-05,S Rock,B DIVISION,1,3171,3276,0.967948718
2018-05,Systemwide,Systemwide,1,120487,181633,0.663354126
2018-06,1,A DIVISION,1,6991,9575,0.730130548
2018-06,2,A DIVISION,1,4394,7555,0.581601588
2018-06,3,A DIVISION,1,4282,6034,0.709645343
2018-06,4,A DIVISION,1,4674,8102,0.576894594
2018-06,5,A DIVISION,1,4395,6857,0.640950853
2018-06,6,A DIVISION,1,7105,11728,0.605815143
2018-06,7,A DIVISION,1,8092,13248,0.610809179
2018-06,S 42nd,A DIVISION,1,12552,12596,0.996506828
2018-06,A,B DIVISION,1,4271,7753,0.550883529
2018-06,B,B DIVISION,1,2534,4012,0.631605184
2018-06,C,B DIVISION,1,2773,4200,0.660238095
2018-06,D,B DIVISION,1,5307,8137,0.652205973
2018-06,E,B DIVISION,1,4834,8472,0.570585458
2018-06,F,B DIVISION,1,3764,8046,0.467810092
2018-06,G,B DIVISION,1,4454,5945,0.749201009
2018-06,JZ,B DIVISION,1,3842,5858,0.655855241
2018-06,L,B DIVISION,1,10492,11336,0.92554693
2018-06,M,B DIVISION,1,3604,5671,0.635514019
2018-06,N,B DIVISION,1,5085,9681,0.525255655
2018-06,Q,B DIVISION,1,4358,6593,0.661004095
2018-06,R,B DIVISION,1,3425,5895,0.581000848
2018-06,S Fkln,B DIVISION,1,4942,4956,0.997175141
2018-06,S Rock,B DIVISION,1,3366,3528,0.954081633
2018-06,Systemwide,Systemwide,1,119536,175778,0.680039595
2018-07,1,A DIVISION,1,6744,9823,0.68655197
2018-07,2,A DIVISION,1,3499,7469,0.468469675
2018-07,3,A DIVISION,1,3698,5803,0.637256591
2018-07,4,A DIVISION,1,4426,7934,0.557852281
2018-07,5,A DIVISION,1,4116,6909,0.595744681
2018-07,6,A DIVISION,1,7947,12019,0.661203095
2018-07,7,A DIVISION,1,9197,13168,0.698435601
2018-07,S 42nd,A DIVISION,1,12794,12838,0.996572675
2018-07,A,B DIVISION,1,4128,7628,0.541164132
2018-07,B,B DIVISION,1,2488,4061,0.612656981
2018-07,C,B DIVISION,1,2699,4200,0.642619048
2018-07,D,B DIVISION,1,2551,5587,0.456595669
2018-07,E,B DIVISION,1,4701,8470,0.55501771
2018-07,F,B DIVISION,1,3989,8200,0.486463415
2018-07,G,B DIVISION,1,4316,6027,0.716110835
2018-07,JZ,B DIVISION,1,3548,5911,0.600236847
2018-07,L,B DIVISION,1,10210,11503,0.887594541
2018-07,M,B DIVISION,1,3281,5628,0.582977967
2018-07,N,B DIVISION,1,5902,10130,0.582625864
2018-07,Q,B DIVISION,1,4807,6617,0.726462143
2018-07,R,B DIVISION,1,2900,5973,0.485518165
2018-07,S Fkln,B DIVISION,1,4952,4956,0.999192897
2018-07,S Rock,B DIVISION,1,3272,3614,0.905368013
2018-07,Systemwide,Systemwide,1,116165,174468,0.665824105
2018-08,1,A DIVISION,1,7866,10628,0.740120436
2018-08,2,A DIVISION,1,4655,8124,0.572993599
2018-08,3,A DIVISION,1,4524,6032,0.75
2018-08,4,A DIVISION,1,5679,8826,0.643439836
2018-08,5,A DIVISION,1,5009,7305,0.685694729
2018-08,6,A DIVISION,1,8980,12868,0.697855144
2018-08,7,A DIVISION,1,10411,14486,0.718693911
2018-08,S 42nd,A DIVISION,1,14010,14077,0.995240463
2018-08,A,B DIVISION,1,4470,8304,0.538294797
2018-08,B,B DIVISION,1,2492,4464,0.558243727
2018-08,C,B DIVISION,1,2746,4544,0.60431338
2018-08,D,B DIVISION,1,6134,9393,0.653039497
2018-08,E,B DIVISION,1,4894,9287,0.526973188
2018-08,F,B DIVISION,1,4501,8842,0.509047726
2018-08,G,B DIVISION,1,4753,6506,0.730556409
2018-08,JZ,B DIVISION,1,3692,6466,0.570986699
2018-08,L,B DIVISION,1,11559,12687,0.911090092
2018-08,M,B DIVISION,1,3806,6157,0.618158193
2018-08,N,B DIVISION,1,5720,10692,0.534979423
2018-08,Q,B DIVISION,1,4888,7245,0.674672187
2018-08,R,B DIVISION,1,2710,6525,0.41532567
2018-08,S Fkln,B DIVISION,1,5354,5392,0.992952522
2018-08,S Rock,B DIVISION,1,3732,3956,0.943377148
2018-08,Systemwide,Systemwide,1,132585,192806,0.687660135
2018-09,1,A DIVISION,1,6273,8603,0.729164245
2018-09,2,A DIVISION,1,3775,6605,0.571536715
2018-09,3,A DIVISION,1,3808,5265,0.723266857
2018-09,4,A DIVISION,1,4559,7634,0.597196751
2018-09,5,A DIVISION,1,3734,6095,0.612633306
2018-09,6,A DIVISION,1,7351,10701,0.686945145
2018-09,7,A DIVISION,1,9441,11953,0.789843554
2018-09,S 42nd,A DIVISION,1,11329,11377,0.995780962
2018-09,A,B DIVISION,1,3858,6746,0.571894456
2018-09,B,B DIVISION,1,2018,3628,0.556229327
2018-09,C,B DIVISION,1,2311,3799,0.608317978
2018-09,D,B DIVISION,1,4788,7262,0.659322501
2018-09,E,B DIVISION,1,4712,7673,0.614101395
2018-09,F,B DIVISION,1,3553,7054,0.503685852
2018-09,G,B DIVISION,1,3948,5330,0.740712946
2018-09,JZ,B DIVISION,1,2900,5287,0.548515226
2018-09,L,B DIVISION,1,9272,10014,0.925903735
2018-09,M,B DIVISION,1,3373,5103,0.660983735
2018-09,N,B DIVISION,1,4733,8647,0.547357465
2018-09,Q,B DIVISION,1,3835,5984,0.640875668
2018-09,R,B DIVISION,1,2536,5414,0.46841522
2018-09,S Fkln,B DIVISION,1,4398,4416,0.995923913
2018-09,S Rock,B DIVISION,1,3061,3193,0.958659568
2018-09,Systemwide,Systemwide,1,109566,157783,0.69440941
2018-10,1,A DIVISION,1,8156,10701,0.76217176
2018-10,2,A DIVISION,1,4802,7855,0.611330363
2018-10,3,A DIVISION,1,4726,6469,0.730561138
2018-10,4,A DIVISION,1,5330,8513,0.626101257
2018-10,5,A DIVISION,1,5159,7500,0.687866667
2018-10,6,A DIVISION,1,8768,12792,0.685428393
2018-10,7,A DIVISION,1,11014,14451,0.762161788
2018-10,S 42nd,A DIVISION,1,14278,14370,0.993597773
2018-10,A,B DIVISION,1,4579,8482,0.539849092
2018-10,B,B DIVISION,1,2439,4370,0.55812357
2018-10,C,B DIVISION,1,2918,4600,0.634347826
2018-10,D,B DIVISION,1,3277,6239,0.52524443
2018-10,E,B DIVISION,1,5924,9292,0.637537667
2018-10,F,B DIVISION,1,5056,8832,0.572463768
2018-10,G,B DIVISION,1,4524,6441,0.702375408
2018-10,JZ,B DIVISION,1,3500,6457,0.54204739
2018-10,L,B DIVISION,1,11091,11905,0.931625367
2018-10,M,B DIVISION,1,4132,6235,0.662710505
2018-10,N,B DIVISION,1,3609,6259,0.576609682
2018-10,Q,B DIVISION,1,5195,7494,0.693221244
2018-10,R,B DIVISION,1,3086,6435,0.47956488
2018-10,S Fkln,B DIVISION,1,5419,5428,0.998341931
2018-10,S Rock,B DIVISION,1,3646,3864,0.943581781
2018-10,Systemwide,Systemwide,1,130628,184984,0.70615837
2018-11,1,A DIVISION,1,7419,9970,0.744132397
2018-11,2,A DIVISION,1,4213,6906,0.610049233
2018-11,3,A DIVISION,1,4643,6315,0.735233571
2018-11,4,A DIVISION,1,4969,7911,0.628112754
2018-11,5,A DIVISION,1,4976,6849,0.72652942
2018-11,6,A DIVISION,1,7931,11737,0.675726336
2018-11,7,A DIVISION,1,9902,13240,0.747885196
2018-11,S 42nd,A DIVISION,1,12864,12912,0.996282528
2018-11,A,B DIVISION,1,4100,7837,0.523159372
2018-11,B,B DIVISION,1,2070,4070,0.508599509
2018-11,C,B DIVISION,1,2586,4200,0.615714286
2018-11,D,B DIVISION,1,3191,5850,0.545470085
2018-11,E,B DIVISION,1,5620,8588,0.65440149
2018-11,F,B DIVISION,1,4192,8205,0.510907983
2018-11,G,B DIVISION,1,4060,5882,0.690241414
2018-11,JZ,B DIVISION,1,3510,5861,0.598873912
2018-11,L,B DIVISION,1,10496,11053,0.949606442
2018-11,M,B DIVISION,1,3185,5642,0.564516129
2018-11,N,B DIVISION,1,5439,8948,0.607845329
2018-11,Q,B DIVISION,1,4672,6692,0.698147041
2018-11,R,B DIVISION,1,2778,5937,0.467913087
2018-11,S Fkln,B DIVISION,1,4573,4616,0.990684575
2018-11,S Rock,B DIVISION,1,3394,3528,0.962018141
2018-11,Systemwide,Systemwide,1,120783,172749,0.69918205
2018-12,1,A DIVISION,1,7225,9260,0.780237581
2018-12,2,A DIVISION,1,4238,6845,0.619138057
2018-12,3,A DIVISION,1,4379,5916,0.740196078
2018-12,4,A DIVISION,1,4649,7533,0.617151201
2018-12,5,A DIVISION,1,4592,6552,0.700854701
2018-12,6,A DIVISION,1,8078,11142,0.725004488
2018-12,7,A DIVISION,1,10804,12607,0.856984215
2018-12,S 42nd,A DIVISION,1,12209,12234,0.997956515
2018-12,A,B DIVISION,1,4419,7700,0.573896104
2018-12,B,B DIVISION,1,2417,3928,0.615325866
2018-12,C,B DIVISION,1,2524,4023,0.627392493
2018-12,D,B DIVISION,1,3391,5597,0.605860282
2018-12,E,B DIVISION,1,5250,8196,0.640556369
2018-12,F,B DIVISION,1,3361,7841,0.428644306
2018-12,G,B DIVISION,1,4336,5588,0.775948461
2018-12,JZ,B DIVISION,1,3315,5584,0.593660458
2018-12,L,B DIVISION,1,9404,10444,0.900421295
2018-12,M,B DIVISION,1,3450,5188,0.664996145
2018-12,N,B DIVISION,1,5767,9203,0.626643486
2018-12,Q,B DIVISION,1,5056,6444,0.784605835
2018-12,R,B DIVISION,1,3245,5543,0.585423056
2018-12,S Fkln,B DIVISION,1,4699,4720,0.995550847
2018-12,S Rock,B DIVISION,1,3235,3360,0.962797619
2018-12,Systemwide,Systemwide,1,120043,165448,0.725563319
2019-01,1,A DIVISION,1,8646,10164,0.850649351
2019-01,2,A DIVISION,1,5225,7222,0.7234838
2019-01,3,A DIVISION,1,5103,6176,0.826262953
2019-01,4,A DIVISION,1,5371,8136,0.660152409
2019-01,5,A DIVISION,1,5374,7222,0.744115204
2019-01,6,A DIVISION,1,8831,12238,0.721604837
2019-01,7,A DIVISION,1,11992,13694,0.875711991
2019-01,S 42nd,A DIVISION,1,14249,14270,0.998528381
2019-01,A,B DIVISION,1,5074,8367,0.606430023
2019-01,B,B DIVISION,1,2711,4326,0.626675913
2019-01,C,B DIVISION,1,3009,4400,0.683863636
2019-01,D,B DIVISION,1,4150,6158,0.673920104
2019-01,E,B DIVISION,1,6585,9007,0.731098035
2019-01,F,B DIVISION,1,4610,8623,0.534616723
2019-01,G,B DIVISION,1,4518,6160,0.733441558
2019-01,JZ,B DIVISION,1,4093,6141,0.666503827
2019-01,L,B DIVISION,1,10394,11522,0.90210033
2019-01,M,B DIVISION,1,4037,5765,0.700260191
2019-01,N,B DIVISION,1,6815,10152,0.671296296
2019-01,Q,B DIVISION,1,5729,6930,0.826695527
2019-01,R,B DIVISION,1,4162,6209,0.670317281
2019-01,S Fkln,B DIVISION,1,5161,5192,0.994029276
2019-01,S Rock,B DIVISION,1,3600,3696,0.974025974
2019-01,Systemwide,Systemwide,1,139439,181770,0.767117786
2019-02,1,A DIVISION,1,7336,8778,0.835725678
2019-02,2,A DIVISION,1,4550,6307,0.721420644
2019-02,3,A DIVISION,1,4706,5525,0.851764706
2019-02,4,A DIVISION,1,5220,7426,0.702935632
2019-02,5,A DIVISION,1,4712,6214,0.758287737
2019-02,6,A DIVISION,1,7883,10591,0.744311208
2019-02,7,A DIVISION,1,10622,11951,0.888795917
2019-02,S 42nd,A DIVISION,1,11770,11794,0.997965067
2019-02,A,B DIVISION,1,4406,7105,0.620126671
2019-02,B,B DIVISION,1,2144,3702,0.579146407
2019-02,C,B DIVISION,1,2566,3800,0.675263158
2019-02,D,B DIVISION,1,2948,5234,0.563240352
2019-02,E,B DIVISION,1,5840,7788,0.749871597
2019-02,F,B DIVISION,1,3885,7442,0.522037087
2019-02,G,B DIVISION,1,3835,5324,0.720323065
2019-02,JZ,B DIVISION,1,3483,5299,0.657293829
2019-02,L,B DIVISION,1,8873,10137,0.875308277
2019-02,M,B DIVISION,1,3529,5159,0.684047296
2019-02,N,B DIVISION,1,3443,5126,0.67167382
2019-02,Q,B DIVISION,1,4831,6209,0.7780641
2019-02,R,B DIVISION,1,3674,5377,0.68328064
2019-02,S Fkln,B DIVISION,1,4481,4484,0.999330955
2019-02,S Rock,B DIVISION,1,3108,3193,0.973379267
2019-02,Systemwide,Systemwide,1,117845,153965,0.765401228
2019-03,1,A DIVISION,1,8343,9702,0.859925788
2019-03,2,A DIVISION,1,4878,6780,0.719469027
2019-03,3,A DIVISION,1,4970,6240,0.796474359
2019-03,4,A DIVISION,1,5934,8034,0.738610904
2019-03,5,A DIVISION,1,5435,6894,0.788366696
2019-03,6,A DIVISION,1,8951,11862,0.754594503
2019-03,7,A DIVISION,1,12046,13237,0.91002493
2019-03,S 42nd,A DIVISION,1,12802,12844,0.996729991
2019-03,A,B DIVISION,1,4975,7897,0.629986071
2019-03,B,B DIVISION,1,2440,4016,0.607569721
2019-03,C,B DIVISION,1,2800,4088,0.684931507
2019-03,D,B DIVISION,1,3524,5754,0.612443518
2019-03,E,B DIVISION,1,6011,8609,0.69822279
2019-03,F,B DIVISION,1,4610,8226,0.560418186
2019-03,G,B DIVISION,1,4585,5873,0.780691299
2019-03,JZ,B DIVISION,1,4320,5855,0.737830914
2019-03,L,B DIVISION,1,9883,10890,0.907529844
2019-03,M,B DIVISION,1,4014,5695,0.704828797
2019-03,N,B DIVISION,1,4067,5637,0.721483058
2019-03,Q,B DIVISION,1,5425,6633,0.817880295
2019-03,R,B DIVISION,1,4027,5943,0.677603904
2019-03,S Fkln,B DIVISION,1,4935,4956,0.995762712
2019-03,S Rock,B DIVISION,1,3444,3528,0.976190476
2019-03,Systemwide,Systemwide,1,132419,169193,0.782650582
2019-04,1,A DIVISION,1,8830,10143,0.870551119
2019-04,1,A DIVISION,2,2138,2336,0.915239726
2019-04,2,A DIVISION,1,5420,7128,0.760381594
2019-04,2,A DIVISION,2,1022,1900,0.537894737
2019-04,3,A DIVISION,1,5335,6208,0.859375
2019-04,3,A DIVISION,2,913,1580,0.577848101
2019-04,4,A DIVISION,1,6163,8139,0.757218331
2019-04,4,A DIVISION,2,1589,2140,0.742523364
2019-04,5,A DIVISION,1,5887,7229,0.814358832
2019-04,5,A DIVISION,2,1288,1549,0.831504196
2019-04,6,A DIVISION,1,9401,12512,0.751358696
2019-04,6,A DIVISION,2,2360,3101,0.761044824
2019-04,7,A DIVISION,1,12444,13919,0.894029744
2019-04,7,A DIVISION,2,2600,2840,0.915492958
2019-04,S 42nd,A DIVISION,1,13430,13454,0.998216144
2019-04,S 42nd,A DIVISION,2,2727,2728,0.999633431
2019-04,A,B DIVISION,1,5432,8158,0.665849473
2019-04,A,B DIVISION,2,1985,2488,0.797829582
2019-04,B,B DIVISION,1,2813,4344,0.647559853
2019-04,C,B DIVISION,1,3205,4288,0.747434701
2019-04,C,B DIVISION,2,965,1314,0.734398782
2019-04,D,B DIVISION,1,3798,6029,0.629955216
2019-04,D,B DIVISION,2,1120,1680,0.666666667
2019-04,E,B DIVISION,1,6933,9023,0.768369722
2019-04,E,B DIVISION,2,1432,1695,0.844837758
2019-04,F,B DIVISION,1,5624,8904,0.631626235
2019-04,F,B DIVISION,2,1301,1674,0.777180406
2019-04,G,B DIVISION,1,5251,6439,0.815499301
2019-04,G,B DIVISION,2,1241,1446,0.858229599
2019-04,JZ,B DIVISION,1,4701,6143,0.765261273
2019-04,JZ,B DIVISION,2,1627,1800,0.903888889
2019-04,L,B DIVISION,1,10109,11094,0.911213268
2019-04,L,B DIVISION,2,2618,2862,0.914744934
2019-04,M,B DIVISION,1,4411,5965,0.739480302
2019-04,M,B DIVISION,2,1231,1353,0.909830007
2019-04,N,B DIVISION,1,6462,9432,0.685114504
2019-04,N,B DIVISION,2,1229,1692,0.726359338
2019-04,Q,B DIVISION,1,5724,6934,0.825497548
2019-04,Q,B DIVISION,2,1685,2008,0.839143426
2019-04,R,B DIVISION,1,3907,6224,0.627731362
2019-04,R,B DIVISION,2,1337,1720,0.777325581
2019-04,S Fkln,B DIVISION,1,5184,5192,0.998459168
2019-04,S Fkln,B DIVISION,2,1682,1696,0.991745283
2019-04,S Rock,B DIVISION,1,3579,3696,0.968344156
2019-04,S Rock,B DIVISION,2,1183,1200,0.985833333
2019-04,Systemwide,Systemwide,1,144043,180597,0.797593537
2019-04,Systemwide,Systemwide,2,35273,42802,0.824097005
2019-05,1,A DIVISION,1,8510,10157,0.837845821
2019-05,1,A DIVISION,2,2353,2610,0.901532567
2019-05,2,A DIVISION,1,5249,7128,0.736391695
2019-05,2,A DIVISION,2,974,2146,0.453867661
2019-05,3,A DIVISION,1,5190,6326,0.820423648
2019-05,3,A DIVISION,2,831,1254,0.662679426
2019-05,4,A DIVISION,1,6006,8120,0.739655172
2019-05,4,A DIVISION,2,1543,2388,0.646147404
2019-05,5,A DIVISION,1,5722,7184,0.796492205
2019-05,5,A DIVISION,2,1569,1857,0.844911147
2019-05,6,A DIVISION,1,9579,12575,0.761749503
2019-05,6,A DIVISION,2,2893,3372,0.857947805
2019-05,7,A DIVISION,1,13046,14423,0.904527491
2019-05,7,A DIVISION,2,2749,3208,0.8569202
2019-05,S 42nd,A DIVISION,1,13420,13454,0.997472871
2019-05,S 42nd,A DIVISION,2,3252,3253,0.999692591
2019-05,A,B DIVISION,1,5529,8373,0.660336797
2019-05,A,B DIVISION,2,2407,2742,0.877826404
2019-05,B,B DIVISION,1,2726,4292,0.635135135
2019-05,C,B DIVISION,1,3292,4400,0.748181818
2019-05,C,B DIVISION,2,1337,1548,0.86369509
2019-05,D,B DIVISION,1,3804,6028,0.631055076
2019-05,D,B DIVISION,2,1599,1886,0.847826087
2019-05,E,B DIVISION,1,7059,9020,0.782594235
2019-05,E,B DIVISION,2,1754,1894,0.926082365
2019-05,F,B DIVISION,1,5573,8621,0.646444728
2019-05,F,B DIVISION,2,1687,1874,0.900213447
2019-05,G,B DIVISION,1,4719,6380,0.739655172
2019-05,G,B DIVISION,2,1816,2318,0.783433995
2019-05,JZ,B DIVISION,1,4268,6138,0.695340502
2019-05,JZ,B DIVISION,2,1849,2004,0.922654691
2019-05,L,B DIVISION,1,9777,10670,0.916307404
2019-05,L,B DIVISION,2,2319,2358,0.98346056
2019-05,M,B DIVISION,1,4232,6087,0.695252177
2019-05,M,B DIVISION,2,2197,2479,0.886244453
2019-05,N,B DIVISION,1,7133,9911,0.719705378
2019-05,N,B DIVISION,2,1453,1889,0.769190048
2019-05,Q,B DIVISION,1,5968,6930,0.861183261
2019-05,Q,B DIVISION,2,2023,2328,0.868986254
2019-05,R,B DIVISION,1,4328,6219,0.695931822
2019-05,R,B DIVISION,2,1535,1944,0.789609053
2019-05,S Fkln,B DIVISION,1,4907,4920,0.997357724
2019-05,S Fkln,B DIVISION,2,1668,1668,1
2019-05,S Rock,B DIVISION,1,3106,3256,0.953931204
2019-05,S Rock,B DIVISION,2,1423,1467,0.970006817
2019-05,Systemwide,Systemwide,1,143143,180612,0.792544238
2019-05,Systemwide,Systemwide,2,41231,48487,0.850351641
2019-06,1,A DIVISION,1,7841,9489,0.826325219
2019-06,1,A DIVISION,2,2801,2976,0.941196237
2019-06,2,A DIVISION,1,4901,6480,0.75632716
2019-06,2,A DIVISION,2,1209,2456,0.492263844
2019-06,3,A DIVISION,1,4831,5896,0.819369064
2019-06,3,A DIVISION,2,1372,2090,0.65645933
2019-06,4,A DIVISION,1,5510,7451,0.739498054
2019-06,4,A DIVISION,2,1801,2670,0.674531835
2019-06,5,A DIVISION,1,5321,6527,0.815229049
2019-06,5,A DIVISION,2,1347,1647,0.817850638
2019-06,6,A DIVISION,1,8911,11235,0.793146417
2019-06,6,A DIVISION,2,2672,3282,0.814137721
2019-06,7,A DIVISION,1,11826,13113,0.901853123
2019-06,7,A DIVISION,2,3385,3799,0.891023954
2019-06,S 42nd,A DIVISION,1,12222,12234,0.999019127
2019-06,S 42nd,A DIVISION,2,3468,3470,0.999423631
2019-06,A,B DIVISION,1,4935,7524,0.655901116
2019-06,A,B DIVISION,2,2339,2885,0.810745234
2019-06,B,B DIVISION,1,2705,3848,0.702962578
2019-06,C,B DIVISION,1,2968,4000,0.742
2019-06,C,B DIVISION,2,1377,1659,0.830018083
2019-06,D,B DIVISION,1,3688,5479,0.673115532
2019-06,D,B DIVISION,2,1707,2100,0.812857143
2019-06,E,B DIVISION,1,6499,8194,0.793141323
2019-06,E,B DIVISION,2,1841,2100,0.876666667
2019-06,F,B DIVISION,1,5346,7838,0.68206175
2019-06,F,B DIVISION,2,1721,2090,0.823444976
2019-06,G,B DIVISION,1,4700,5790,0.811744387
2019-06,G,B DIVISION,2,2167,2544,0.851808176
2019-06,JZ,B DIVISION,1,4546,5579,0.814841369
2019-06,JZ,B DIVISION,2,1922,2240,0.858035714
2019-06,L,B DIVISION,1,9121,9670,0.943226474
2019-06,L,B DIVISION,2,2905,3040,0.955592105
2019-06,M,B DIVISION,1,4105,5518,0.74392896
2019-06,M,B DIVISION,2,2461,2676,0.919656203
2019-06,N,B DIVISION,1,6944,8877,0.782246254
2019-06,N,B DIVISION,2,1571,2227,0.705433318
2019-06,Q,B DIVISION,1,5547,6300,0.88047619
2019-06,Q,B DIVISION,2,2337,2664,0.877252252
2019-06,R,B DIVISION,1,3889,5590,0.695706619
2019-06,R,B DIVISION,2,1462,2080,0.702884615
2019-06,S Fkln,B DIVISION,1,4674,4720,0.990254237
2019-06,S Fkln,B DIVISION,2,1857,1868,0.994111349
2019-06,S Rock,B DIVISION,1,3243,3360,0.965178571
2019-06,S Rock,B DIVISION,2,1386,1519,0.912442396
2019-06,Systemwide,Systemwide,1,134273,164712,0.81519865
2019-06,Systemwide,Systemwide,2,45108,54082,0.834066787
2019-07,1,A DIVISION,1,8878,10412,0.852669996
2019-07,1,A DIVISION,2,4065,4398,0.924283765
2019-07,2,A DIVISION,1,5193,7310,0.710396717
2019-07,2,A DIVISION,2,969,2178,0.444903581
2019-07,3,A DIVISION,1,4898,6076,0.806122449
2019-07,3,A DIVISION,2,743,1050,0.707619048
2019-07,4,A DIVISION,1,6046,8124,0.744214673
2019-07,4,A DIVISION,2,1665,2458,0.677379984
2019-07,5,A DIVISION,1,5387,7158,0.752584521
2019-07,5,A DIVISION,2,1260,1458,0.864197531
2019-07,6,A DIVISION,1,9923,12264,0.809116112
2019-07,6,A DIVISION,2,2074,2558,0.810789679
2019-07,7,A DIVISION,1,13190,14370,0.917884482
2019-07,7,A DIVISION,2,2743,3300,0.831212121
2019-07,S 42nd,A DIVISION,1,13743,13828,0.993853052
2019-07,S 42nd,A DIVISION,2,3106,3145,0.987599364
2019-07,A,B DIVISION,1,5358,8304,0.645231214
2019-07,A,B DIVISION,2,1879,2570,0.731128405
2019-07,B,B DIVISION,1,2952,4300,0.686511628
2019-07,C,B DIVISION,1,3082,4400,0.700454545
2019-07,C,B DIVISION,2,1109,1435,0.7728223
2019-07,D,B DIVISION,1,4210,6103,0.689824676
2019-07,D,B DIVISION,2,1679,1988,0.844567404
2019-07,E,B DIVISION,1,7147,9020,0.792350333
2019-07,E,B DIVISION,2,1727,1896,0.910864979
2019-07,F,B DIVISION,1,5504,8624,0.638218924
2019-07,F,B DIVISION,2,1587,1902,0.834384858
2019-07,G,B DIVISION,1,5072,6381,0.79485974
2019-07,G,B DIVISION,2,2105,2414,0.871996686
2019-07,JZ,B DIVISION,1,5199,6138,0.847018573
2019-07,JZ,B DIVISION,2,1636,2028,0.806706114
2019-07,L,B DIVISION,1,10005,10738,0.931737754
2019-07,L,B DIVISION,2,2731,3112,0.877570694
2019-07,M,B DIVISION,1,4561,6077,0.750534803
2019-07,M,B DIVISION,2,2061,2468,0.835089141
2019-07,N,B DIVISION,1,7421,9529,0.778780565
2019-07,N,B DIVISION,2,1198,1943,0.616572311
2019-07,Q,B DIVISION,1,5978,6931,0.862501803
2019-07,Q,B DIVISION,2,1701,2344,0.725682594
2019-07,R,B DIVISION,1,4534,6180,0.733656958
2019-07,R,B DIVISION,2,1354,1860,0.727956989
2019-07,S Fkln,B DIVISION,1,5079,5120,0.991992188
2019-07,S Fkln,B DIVISION,2,1901,1922,0.989073881
2019-07,S Rock,B DIVISION,1,3540,3699,0.95701541
2019-07,S Rock,B DIVISION,2,1180,1351,0.873427091
2019-07,Systemwide,Systemwide,1,146900,181086,0.81121677
2019-07,Systemwide,Systemwide,2,40473,49778,0.813070031
2019-08,1,A DIVISION,1,9051,10264,0.881819953
2019-08,1,A DIVISION,2,2161,2478,0.872074253
2019-08,2,A DIVISION,1,5680,7462,0.761190029
2019-08,2,A DIVISION,2,1587,2506,0.633280128
2019-08,3,A DIVISION,1,4826,5626,0.857803057
2019-08,3,A DIVISION,2,172,214,0.803738318
2019-08,4,A DIVISION,1,6490,8136,0.797689282
2019-08,4,A DIVISION,2,1574,2418,0.650951199
2019-08,5,A DIVISION,1,5932,7256,0.81753032
2019-08,5,A DIVISION,2,2599,2860,0.908741259
2019-08,6,A DIVISION,1,10673,12239,0.87204837
2019-08,6,A DIVISION,2,2240,2558,0.875684128
2019-08,7,A DIVISION,1,13279,14422,0.920746082
2019-08,7,A DIVISION,2,3233,3498,0.924242424
2019-08,S 42nd,A DIVISION,1,13216,13284,0.99488106
2019-08,S 42nd,A DIVISION,2,3648,3659,0.996993714
2019-08,A,B DIVISION,1,6039,8245,0.732443905
2019-08,A,B DIVISION,2,2162,2650,0.815849057
2019-08,B,B DIVISION,1,3266,4392,0.743624772
2019-08,C,B DIVISION,1,3440,4400,0.781818182
2019-08,C,B DIVISION,2,1107,1512,0.732142857
2019-08,D,B DIVISION,1,4585,6091,0.752749959
2019-08,D,B DIVISION,2,1578,1894,0.833157339
2019-08,E,B DIVISION,1,7508,9004,0.833851622
2019-08,E,B DIVISION,2,1771,1900,0.932105263
2019-08,F,B DIVISION,1,5323,8622,0.617374159
2019-08,F,B DIVISION,2,1633,1888,0.864936441
2019-08,G,B DIVISION,1,5318,6380,0.83354232
2019-08,G,B DIVISION,2,2151,2362,0.910668925
